slug,h1,group,city_focus,published,words,similarity_to_group_representative,exact_duplicate_in_group,current_index_status,suggested_disposition,suggested_target,reason
gas-port-shepstone,Gas Plumbing in Port Shepstone,Landing Pages/gas,Port Shepstone,true,229,0.827,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
gas-queensburgh,Gas Plumbing in Queensburgh,Landing Pages/gas,Queensburgh,true,220,0.887,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-richards-bay,Gas Plumbing in Richards Bay,Landing Pages/gas,Richards Bay,true,291,0.837,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
gas-scottburgh,Gas Plumbing in Scottburgh,Landing Pages/gas,Scottburgh,true,220,0.887,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
gas-south-africa,Gas Plumbing in South Africa,Landing Pages/gas,South Africa,true,239,0.772,false,legacy_unclassified,keep_review,/services/gas-fitting,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
gas-tongaat,Gas Plumbing in Tongaat,Landing Pages/gas,Tongaat,true,220,0.887,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-umdloti,Gas Plumbing in Umdloti,Landing Pages/gas,Umdloti,true,220,0.887,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-umhlanga,Gas Plumbing in Umhlanga,Landing Pages/gas,Umhlanga,true,278,0.916,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
gas-verulam,Gas Plumbing in Verulam,Landing Pages/gas,Verulam,true,220,0.887,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-westville,Gas Plumbing in Westville,Landing Pages/gas,Westville,true,278,0.916,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
find-plumber-kzn,Find a Plumber in KZN,Landing Pages/find,KZN,true,155,1.000,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
geyser-pietermaritzburg,Geyser Repair in Pietermaritzburg,Landing Pages/geyser,Pietermaritzburg,true,318,0.850,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-umhlanga,Geyser Repair in Umhlanga,Landing Pages/geyser,Umhlanga,true,381,0.851,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-amanzimtoti,Geyser Repair in Amanzimtoti,Landing Pages/geyser,Amanzimtoti,true,318,0.850,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-ballito,Geyser Repair in Ballito,Landing Pages/geyser,Ballito,true,318,0.850,false,legacy_unclassified,keep_review,/plumbers/ballito-north-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-berea,Geyser Repair in Berea,Landing Pages/geyser,Berea,true,232,0.847,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-bluff,Geyser Repair in Bluff,Landing Pages/geyser,Bluff,true,232,0.847,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-chatsworth,Geyser Repair in Chatsworth,Landing Pages/geyser,Chatsworth,true,232,0.847,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-durban,Geyser Repair in Durban,Landing Pages/geyser,Durban,true,435,1.000,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
geyser-durban-north,Geyser Repair in Durban North,Landing Pages/geyser,Durban North,true,334,0.841,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-durban-south,Geyser Repair in Durban South,Landing Pages/geyser,Durban South,true,334,0.841,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-durbanville,Geyser Repair in Durbanville,Landing Pages/geyser,Durbanville,true,238,0.796,false,legacy_unclassified,remove_review,,Outside the KwaZulu-Natal proposition.
geyser-empangeni,Geyser Repair in Empangeni,Landing Pages/geyser,Empangeni,true,232,0.847,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-gillitts,Geyser Repair in Gillitts,Landing Pages/geyser,Gillitts,true,232,0.847,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-hillcrest,Geyser Repair in Hillcrest,Landing Pages/geyser,Hillcrest,true,363,0.843,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-hilton,Geyser Repair in Hilton,Landing Pages/geyser,Hilton,true,232,0.847,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-howick,Geyser Repair in Howick,Landing Pages/geyser,Howick,true,232,0.847,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-isipingo,Geyser Repair in Isipingo,Landing Pages/geyser,Isipingo,true,232,0.847,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-kloof,Geyser Repair in Kloof,Landing Pages/geyser,Kloof,true,232,0.847,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-kwazulu-natal,Geyser Repair in KwaZulu-Natal,Landing Pages/geyser,KwaZulu-Natal,true,327,0.865,false,legacy_unclassified,merge_review,/services/geyser-repair,High template similarity and limited unique depth.
geyser-la-lucia,Geyser Repair in La Lucia,Landing Pages/geyser,La Lucia,true,242,0.847,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-margate,Geyser Repair in Margate,Landing Pages/geyser,Margate,true,232,0.847,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-morningside,Geyser Repair in Morningside,Landing Pages/geyser,Morningside,true,232,0.847,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-mount-edgecombe,Geyser Repair in Mount Edgecombe,Landing Pages/geyser,Mount Edgecombe,true,242,0.771,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-musgrave,Geyser Repair in Musgrave,Landing Pages/geyser,Musgrave,true,232,0.847,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-new-germany,Geyser Repair in New Germany,Landing Pages/geyser,New Germany,true,242,0.771,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-newcastle,Geyser Repair in Newcastle,Landing Pages/geyser,Newcastle,true,288,0.851,false,legacy_unclassified,keep_review,/plumbers/newcastle,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-pinetown,Geyser Repair in Pinetown,Landing Pages/geyser,Pinetown,true,318,0.850,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-port-shepstone,Geyser Repair in Port Shepstone,Landing Pages/geyser,Port Shepstone,true,242,0.771,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-queensburgh,Geyser Repair in Queensburgh,Landing Pages/geyser,Queensburgh,true,232,0.847,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-richards-bay,Geyser Repair in Richards Bay,Landing Pages/geyser,Richards Bay,true,302,0.764,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-scottburgh,Geyser Repair in Scottburgh,Landing Pages/geyser,Scottburgh,true,232,0.847,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-south-africa,Geyser Repair in South Africa,Landing Pages/geyser,South Africa,true,334,0.718,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-south-africa-durban-area,Geyser Repair in South Africa / Durban area,Landing Pages/geyser,South Africa / Durban area,true,298,0.775,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-tongaat,Geyser Repair in Tongaat,Landing Pages/geyser,Tongaat,true,232,0.847,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-umdloti,Geyser Repair in Umdloti,Landing Pages/geyser,Umdloti,true,232,0.847,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-umhlanga-ballito,Geyser Repair in Umhlanga / Ballito,Landing Pages/geyser,Umhlanga / Ballito,true,246,0.739,false,legacy_unclassified,keep_review,/plumbers/ballito-north-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-verulam,Geyser Repair in Verulam,Landing Pages/geyser,Verulam,true,232,0.847,false,legacy_unclassified,keep_review,/services/geyser-repair,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
geyser-westville,Geyser Repair in Westville,Landing Pages/geyser,Westville,true,318,0.850,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
installation-hillcrest,Plumbing Installation in Hillcrest,Landing Pages/installation,Hillcrest,true,336,0.899,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
installation-amanzimtoti,Plumbing Installation in Amanzimtoti,Landing Pages/installation,Amanzimtoti,true,281,0.889,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-ballito,Plumbing Installation in Ballito,Landing Pages/installation,Ballito,true,330,0.893,false,legacy_unclassified,merge_review,/plumbers/ballito-north-coast,High template similarity and limited unique depth.
installation-berea,Plumbing Installation in Berea,Landing Pages/installation,Berea,true,221,0.870,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
installation-bluff,Plumbing Installation in Bluff,Landing Pages/installation,Bluff,true,221,0.870,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-chatsworth,Plumbing Installation in Chatsworth,Landing Pages/installation,Chatsworth,true,221,0.870,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-durban,Plumbing Installation in Durban,Landing Pages/installation,Durban,true,378,1.000,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
installation-kloof,Plumbing Installation in Kloof,Landing Pages/installation,Kloof,true,221,0.870,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
installation-durban-north,Plumbing Installation in Durban North,Landing Pages/installation,Durban North,true,295,0.892,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
installation-durban-south,Plumbing Installation in Durban South,Landing Pages/installation,Durban South,true,295,0.891,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
installation-empangeni,Plumbing Installation in Empangeni,Landing Pages/installation,Empangeni,true,221,0.870,false,legacy_unclassified,merge_review,/plumbers/richards-bay,High template similarity and limited unique depth.
installation-gillitts,Plumbing Installation in Gillitts,Landing Pages/installation,Gillitts,true,221,0.870,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-hillcrest-kloof,Plumbing Installation in Hillcrest / Kloof,Landing Pages/installation,Hillcrest / Kloof,true,229,0.738,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
installation-hilton,Plumbing Installation in Hilton,Landing Pages/installation,Hilton,true,221,0.870,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
installation-howick,Plumbing Installation in Howick,Landing Pages/installation,Howick,true,221,0.870,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
installation-isipingo,Plumbing Installation in Isipingo,Landing Pages/installation,Isipingo,true,221,0.870,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-kwazulu-natal,Plumbing Installation in KwaZulu-Natal,Landing Pages/installation,KwaZulu-Natal,true,300,0.882,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-la-lucia,Plumbing Installation in La Lucia,Landing Pages/installation,La Lucia,true,231,0.870,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-margate,Plumbing Installation in Margate,Landing Pages/installation,Margate,true,221,0.870,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
installation-morningside,Plumbing Installation in Morningside,Landing Pages/installation,Morningside,true,221,0.870,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
installation-mount-edgecombe,Plumbing Installation in Mount Edgecombe,Landing Pages/installation,Mount Edgecombe,true,231,0.799,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
installation-musgrave,Plumbing Installation in Musgrave,Landing Pages/installation,Musgrave,true,221,0.870,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-new-germany,Plumbing Installation in New Germany,Landing Pages/installation,New Germany,true,231,0.803,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
installation-newcastle,Plumbing Installation in Newcastle,Landing Pages/installation,Newcastle,true,281,0.889,false,legacy_unclassified,merge_review,/plumbers/newcastle,High template similarity and limited unique depth.
installation-pietermaritzburg,Plumbing Installation in Pietermaritzburg,Landing Pages/installation,Pietermaritzburg,true,281,0.889,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
installation-pinetown,Plumbing Installation in Pinetown,Landing Pages/installation,Pinetown,true,281,0.889,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
installation-port-shepstone,Plumbing Installation in Port Shepstone,Landing Pages/installation,Port Shepstone,true,231,0.799,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
installation-queensburgh,Plumbing Installation in Queensburgh,Landing Pages/installation,Queensburgh,true,221,0.870,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-richards-bay,Plumbing Installation in Richards Bay,Landing Pages/installation,Richards Bay,true,295,0.804,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
installation-richmond-kzn-midlands,Plumbing Installation in Richmond / KZN Midlands,Landing Pages/installation,Richmond / KZN Midlands,true,235,0.746,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
installation-scottburgh,Plumbing Installation in Scottburgh,Landing Pages/installation,Scottburgh,true,221,0.870,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
installation-tongaat,Plumbing Installation in Tongaat,Landing Pages/installation,Tongaat,true,221,0.870,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-umdloti,Plumbing Installation in Umdloti,Landing Pages/installation,Umdloti,true,221,0.870,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-umhlanga,Plumbing Installation in Umhlanga,Landing Pages/installation,Umhlanga,true,281,0.889,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
installation-upper-highway-durban,Plumbing Installation in Upper Highway / Durban,Landing Pages/installation,Upper Highway / Durban,true,246,0.752,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
installation-verulam,Plumbing Installation in Verulam,Landing Pages/installation,Verulam,true,221,0.870,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
installation-westville,Plumbing Installation in Westville,Landing Pages/installation,Westville,true,281,0.889,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
general-amanzimtoti,Plumbing in Amanzimtoti,Landing Pages/general,Amanzimtoti,true,304,0.813,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-assagay,Plumbing in Assagay,Landing Pages/general,Assagay,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-ballito,Plumbing in Ballito,Landing Pages/general,Ballito,true,277,0.862,false,legacy_unclassified,merge_review,/plumbers/ballito-north-coast,High template similarity and limited unique depth.
general-berea,Plumbing in Berea,Landing Pages/general,Berea,true,262,0.852,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-bluff,Plumbing in Bluff,Landing Pages/general,Bluff,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-camperdown,Plumbing in Camperdown,Landing Pages/general,Camperdown,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-cato-ridge,Plumbing in Cato Ridge,Landing Pages/general,Cato Ridge,true,278,0.768,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-chatsworth,Plumbing in Chatsworth,Landing Pages/general,Chatsworth,true,260,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-cornubia,Plumbing in Cornubia,Landing Pages/general,Cornubia,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-dundee,Plumbing in Dundee,Landing Pages/general,Dundee,true,261,0.854,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-durban,Plumbing in Durban,Landing Pages/general,Durban,true,262,0.866,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
general-durban-central,Plumbing in Durban Central,Landing Pages/general,Durban Central,true,155,0.705,false,legacy_unclassified,noindex_review,/plumbers/durban,Very thin body; keep indexable only if live inventory and proven demand add unique value.
general-durban-ethekwini,Plumbing in Durban / eThekwini,Landing Pages/general,Durban / eThekwini,true,194,0.770,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-durban-north,Plumbing in Durban North,Landing Pages/general,Durban North,true,275,0.770,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-durban-south,Plumbing in Durban South,Landing Pages/general,Durban South,true,278,0.769,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-durban-upper-highway,Plumbing in Durban Upper Highway,Landing Pages/general,Durban Upper Highway,true,197,0.677,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-durbanville,Plumbing in Durbanville,Landing Pages/general,Durbanville,true,166,0.821,false,legacy_unclassified,remove_review,,Outside the KwaZulu-Natal proposition.
general-empangeni,Plumbing in Empangeni,Landing Pages/general,Empangeni,true,260,0.856,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-eshowe,Plumbing in Eshowe,Landing Pages/general,Eshowe,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-gateway,Plumbing in Gateway,Landing Pages/general,Gateway,true,151,0.755,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
general-general,Plumbing in general,Landing Pages/general,general,true,154,0.752,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
general-gillitts,Plumbing in Gillitts,Landing Pages/general,Gillitts,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-hammarsdale,Plumbing in Hammarsdale,Landing Pages/general,Hammarsdale,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-hillcrest,Plumbing in Hillcrest,Landing Pages/general,Hillcrest,true,259,0.858,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-hilton,Plumbing in Hilton,Landing Pages/general,Hilton,true,262,0.852,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-howick,Plumbing in Howick,Landing Pages/general,Howick,true,288,0.862,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
general-illovo-beach,Plumbing in Illovo Beach,Landing Pages/general,Illovo Beach,true,278,0.768,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-isipingo,Plumbing in Isipingo,Landing Pages/general,Isipingo,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-kingsburgh,Plumbing in Kingsburgh,Landing Pages/general,Kingsburgh,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-kloof,Plumbing in Kloof,Landing Pages/general,Kloof,true,260,0.854,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-kwazulu-natal,Plumbing in KwaZulu-Natal,Landing Pages/general,KwaZulu-Natal,true,272,0.848,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-kzn,Plumbing in KZN,Landing Pages/general,KZN,true,259,0.789,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-la-lucia,Plumbing in La Lucia,Landing Pages/general,La Lucia,true,275,0.853,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-ladysmith,Plumbing in Ladysmith,Landing Pages/general,Ladysmith,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-margate,Plumbing in Margate,Landing Pages/general,Margate,true,261,0.854,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-montclair,Plumbing in Montclair,Landing Pages/general,Montclair,true,149,0.756,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
general-morningside,Plumbing in Morningside,Landing Pages/general,Morningside,true,262,0.852,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-mount-edgecombe,Plumbing in Mount Edgecombe,Landing Pages/general,Mount Edgecombe,true,280,0.772,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-mtubatuba,Plumbing in Mtubatuba,Landing Pages/general,Mtubatuba,true,147,0.757,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
general-mtunzini,Plumbing in Mtunzini,Landing Pages/general,Mtunzini,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-musgrave,Plumbing in Musgrave,Landing Pages/general,Musgrave,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-new-germany,Plumbing in New Germany,Landing Pages/general,New Germany,true,278,0.780,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-newcastle,Plumbing in Newcastle,Landing Pages/general,Newcastle,true,369,1.000,false,legacy_unclassified,merge_review,/plumbers/newcastle,High template similarity and limited unique depth.
general-phoenix,Plumbing in Phoenix,Landing Pages/general,Phoenix,true,263,0.854,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-pietermaritzburg,Plumbing in Pietermaritzburg,Landing Pages/general,Pietermaritzburg,true,262,0.825,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-pietermaritzburg-hilton,Plumbing in Pietermaritzburg / Hilton,Landing Pages/general,Pietermaritzburg / Hilton,true,215,0.723,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-pinetown,Plumbing in Pinetown,Landing Pages/general,Pinetown,true,263,0.858,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-port-shepstone,Plumbing in Port Shepstone,Landing Pages/general,Port Shepstone,true,275,0.770,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-queensburgh,Plumbing in Queensburgh,Landing Pages/general,Queensburgh,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-richards-bay,Plumbing in Richards Bay,Landing Pages/general,Richards Bay,true,291,0.769,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-salt-rock,Plumbing in Salt Rock,Landing Pages/general,Salt Rock,true,278,0.768,false,legacy_unclassified,keep_review,/plumbers/ballito-north-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-scottburgh,Plumbing in Scottburgh,Landing Pages/general,Scottburgh,true,262,0.852,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-shelly-beach,Plumbing in Shelly Beach,Landing Pages/general,Shelly Beach,true,278,0.768,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-shongweni,Plumbing in Shongweni,Landing Pages/general,Shongweni,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-south-africa,Plumbing in South Africa,Landing Pages/general,South Africa,true,168,0.719,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
general-springfield,Plumbing in Springfield,Landing Pages/general,Springfield,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-tongaat,Plumbing in Tongaat,Landing Pages/general,Tongaat,true,261,0.853,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-umdloti,Plumbing in Umdloti,Landing Pages/general,Umdloti,true,262,0.852,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
general-umhlanga,Plumbing in Umhlanga,Landing Pages/general,Umhlanga,true,262,0.867,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
general-umlazi,Plumbing in Umlazi,Landing Pages/general,Umlazi,true,147,0.757,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
